track_n,line,lyric,track_title
2,3,But you never seem to mind,The Reasons
2,4,And you tell me to fuck off,The Reasons
2,5,When I need somebody to,The Reasons
2,6,How you make me laugh so hard,The Reasons
2,7,How whole years refuse to stay,The Reasons
2,8,"Where we told them to, bad dog",The Reasons
2,9,Locked up whining in a word,The Reasons
2,10,Or a misplaced souvenier,The Reasons
2,11,How the past chews on your shoes,The Reasons
2,12,And these memories lick my ear,The Reasons
2,13,I know,The Reasons
2,14,You might roll your eyes at this,The Reasons
2,15,But I'm so,The Reasons
2,16,Glad that you exist,The Reasons
2,17,How we waste our precious time,The Reasons
2,18,Marching in the picket lines,The Reasons
2,19,That surround those striking hearts,The Reasons
2,20,How the time is never now,The Reasons
2,21,And we know who we should love,The Reasons
2,22,But we're never certain how,The Reasons
2,23,I know,The Reasons
2,24,You might roll your eyes at this,The Reasons
2,25,But I'm so,The Reasons
2,26,Glad that you exist,The Reasons
2,27,I know,The Reasons
2,28,You might roll your eyes at this,The Reasons
2,29,But I'm so,The Reasons
2,30,Glad that you exist,The Reasons
2,31,I know,The Reasons
2,32,You might roll your eyes at this,The Reasons
2,33,But I'm so,The Reasons
2,34,Glad that you exist,The Reasons
3,1,"I'm lost, I'm afraid",Reconstruction Site
3,2,A frayed rope tying down a leaky boat,Reconstruction Site
3,3,To the roof of a car on the road in the dark,Reconstruction Site
3,4,And it's snowing,Reconstruction Site
3,5,"If I'm more, then it means less",Reconstruction Site
3,6,Last call for happiness,Reconstruction Site
3,7,I'm your dress near the back of your knees,Reconstruction Site
3,8,And your slip is showing,Reconstruction Site
3,9,I'm a float in a summer parade,Reconstruction Site
3,10,Up the street in the town that you were born in,Reconstruction Site
3,11,With a girl at the top wearing tulle,Reconstruction Site
3,12,And a Miss Somewhere sash,Reconstruction Site
3,13,Waving like the queen,Reconstruction Site
3,14,Beauty's just another word,Reconstruction Site
3,15,I'm never certain how to spell,Reconstruction Site
3,16,Go tell the nurse to turn the TV back on,Reconstruction Site
3,17,And throw away my misery,Reconstruction Site
3,18,It never meant that much to me,Reconstruction Site
3,19,It never sent a Get Well card,Reconstruction Site
3,20,I broke like a bad joke,Reconstruction Site
3,21,Somebody's uncle told,Reconstruction Site
3,22,At a wedding reception in 1972,Reconstruction Site
3,23,Where a little boy under a table with cake in his hair,Reconstruction Site
3,24,Stared at the grown-up feet as they danced and swayed,Reconstruction Site
3,25,And his father laughed and talked on the long ride home,Reconstruction Site
3,26,And his mother laughed and talked on the long ride home,Reconstruction Site
3,27,And he thought about how everyone dies someday,Reconstruction Site
3,28,And when tomorrow gets here where will yesterday be,Reconstruction Site
3,29,And fell asleep in his brand-new winter coat,Reconstruction Site
3,30,Buy me a shiny new machine,Reconstruction Site
3,31,That runs on lies and gasoline,Reconstruction Site
3,32,And all those batteries we stole from smoke-alarms,Reconstruction Site
3,33,And disassembles my despair,Reconstruction Site
3,34,It never took me anywhere,Reconstruction Site
3,35,It never once bought me a drink,Reconstruction Site
4,1,Let the waitress put the chairs up,Psalm for the Elks Lodge Last Call
4,2,Let the glasses that you broke,Psalm for the Elks Lodge Last Call
4,3,Form a picture of our leader,Psalm for the Elks Lodge Last Call
4,4,With a halo made of smoke,Psalm for the Elks Lodge Last Call
4,5,Let the golden oldies station crackle and come through,Psalm for the Elks Lodge Last Call
4,6,With a final benediction we'll hum along to,Psalm for the Elks Lodge Last Call
4,7,Before we say goodnight,Psalm for the Elks Lodge Last Call
4,8,Let our talk about the ball game,Psalm for the Elks Lodge Last Call
4,9,And the weather show we care,Psalm for the Elks Lodge Last Call
4,10,Like a sound we didn't notice,Psalm for the Elks Lodge Last Call
4,11,Until it stopped and left us there,Psalm for the Elks Lodge Last Call
4,12,With the traffic and our heartbeats beating in straight time,Psalm for the Elks Lodge Last Call
4,13,Let our hatred and affection march in the same line,Psalm for the Elks Lodge Last Call
4,14,Before we say goodnight,Psalm for the Elks Lodge Last Call
4,15,"Oh protect our secret handshake once more, with feeling",Psalm for the Elks Lodge Last Call
4,16,Let the toast to absent members push through the ceiling,Psalm for the Elks Lodge Last Call
4,17,Before we say goodnight,Psalm for the Elks Lodge Last Call
5,1,Why don't you ever want to play?,Plea from a Cat Named Virtute
5,2,I'm tired of this piece of string,Plea from a Cat Named Virtute
5,3,You sleep as much as I do now,Plea from a Cat Named Virtute
5,4,And you don't eat much of anything,Plea from a Cat Named Virtute
5,5,I don't know who you're talking to,Plea from a Cat Named Virtute
5,6,I made a search through every room,Plea from a Cat Named Virtute
5,7,But all I found was dust that moved,Plea from a Cat Named Virtute
5,8,In shadows of the afternoon,Plea from a Cat Named Virtute
5,9,"And listen, about those bitter songs you sing?",Plea from a Cat Named Virtute
5,10,They're not helping anything,Plea from a Cat Named Virtute
5,11,They won't make you strong,Plea from a Cat Named Virtute
5,12,"So, we should open up the house",Plea from a Cat Named Virtute
5,13,Invite the tabby two doors down,Plea from a Cat Named Virtute
5,14,You could ask your sister,Plea from a Cat Named Virtute
5,15,If she doesn't bring her basset hound,Plea from a Cat Named Virtute
5,16,Ask the things you shouldn't miss:,Plea from a Cat Named Virtute
5,17,Tape-hiss and the Modern Man,Plea from a Cat Named Virtute
5,18,The Cold War and card catalogues,Plea from a Cat Named Virtute
5,19,To come and join us if they can,Plea from a Cat Named Virtute
5,20,For girly drinks and parlor games,Plea from a Cat Named Virtute
5,21,We'll pass around the easy lie,Plea from a Cat Named Virtute
5,22,Of absolutely no regrets,Plea from a Cat Named Virtute
5,23,And later maybe you could try,Plea from a Cat Named Virtute
5,24,To let your losses dangle off,Plea from a Cat Named Virtute
5,25,The sharp edge of a century,Plea from a Cat Named Virtute
5,26,"And talk about the weather, or",Plea from a Cat Named Virtute
5,27,How the weather used to be,Plea from a Cat Named Virtute
5,28,And I'll cater with all the birds that I can kill,Plea from a Cat Named Virtute
